t,x_true,y_obs,pf_mean
52,0.327225,2.44611,1.60705
53,-0.180257,-0.291461,0.833281
54,-0.832933,-1.98065,-0.227983
55,-1.17726,-0.294422,-0.258426
56,-0.850214,-2.6521,-1.09326
57,-1.54091,-2.27386,-1.41616
58,-1.66479,-3.22535,-1.91846
59,-2.09838,-1.94854,-1.78243
60,-1.71133,-0.744938,-1.27644
61,-0.934998,-1.30952,-1.18177
62,-1.22425,-2.53217,-1.56691
63,-1.5306,0.250689,-0.858481
64,-2.15196,-1.9681,-1.1476
65,-0.86944,0.786022,-0.411568
66,-0.739213,-1.41922,-0.742586
67,-0.805619,-1.35487,-0.899308
68,0.331499,0.00710359,-0.532299
69,1.89187,2.8645,0.611042
70,1.87471,2.48255,1.17476
71,1.17004,1.65126,1.26929
72,1.62155,0.476597,0.908085
73,1.01785,0.599342,0.729595
74,0.144204,-1.01131,0.0297211
75,-0.432693,-0.461114,-0.176312
76,-0.910904,-0.462255,-0.28072
77,-1.92819,-0.0577704,-0.192044
78,-2.043,-1.55086,-0.622217
79,-1.74845,-0.983973,-0.707825
80,-2.00491,-1.37206,-0.911256
81,-3.03272,-3.62237,-1.80258
82,-2.93509,-2.83152,-2.02299
83,-3.31274,-2.1892,-1.93563
84,-3.15276,-2.82824,-2.11309
85,-2.39299,-2.33742,-2.06854
86,-2.87342,-1.98722,-1.89147
87,-2.56391,-2.1184,-1.85211
88,-2.16257,-3.90586,-2.36661
89,-2.02825,-0.549997,-1.60231
90,-2.22128,-3.80775,-2.21967
91,-1.27728,-0.425337,-1.45553
92,-0.872207,-1.97643,-1.52498
93,-1.05962,-1.0022,-1.23141
94,-0.274246,-0.228638,-0.796431
95,-0.380521,0.463053,-0.307884
96,-0.693376,0.743379,0.0815218
97,-0.69568,-1.00386,-0.299433
98,-0.39475,-1.7472,-0.767437
99,-0.754392,-1.07777,-0.827891
100,0.184921,-0.461379,-0.688944
101,1.00877,1.15082,0.00923062
102,0.753022,0.645037,0.240141
103,0.369827,0.628494,0.372505
104,0.442186,2.08105,0.933475
105,0.481182,1.40533,1.04218
106,-0.242297,-0.898826,0.310182
107,-0.654119,-0.31817,0.0608295
108,-0.589525,0.685938,0.273955
109,-0.0620364,0.351676,0.287407
110,-1.36023,-0.766485,-0.0784229
111,-1.12265,0.487931,0.107507
112,-1.44467,-1.0845,-0.317177
113,-0.867171,-0.647097,-0.442137
114,-0.29614,0.916017,0.0421277
115,-0.202505,-1.35056,-0.437766
116,-1.0919,-3.26679,-1.34143
117,-1.86478,-2.77283,-1.73099
118,-2.05452,-2.01082,-1.7268
119,-1.81105,-1.19494,-1.42009
120,-2.27009,-2.21925,-1.62337
121,-3.11601,-4.3345,-2.42047
122,-2.82522,-2.70271,-2.34102
123,-2.73223,-2.55072,-2.23603
124,-2.44713,-2.48232,-2.16555
125,-2.10637,-2.35929,-2.09092
126,-1.46231,-1.82052,-1.87694
127,-1.7517,-2.52279,-1.96753
128,-0.981731,-0.906465,-1.46553
129,-1.23483,-3.41151,-1.97524
130,-1.2604,0.302411,-1.08603
131,-0.0921236,-2.09969,-1.3852
132,0.272816,-1.14239,-1.20106
133,-0.79403,-1.41112,-1.2086
134,-0.120226,0.0537402,-0.678433
135,-0.112599,0.703253,-0.130534
136,0.0416512,1.28362,0.367432
137,-0.41736,-0.2015,0.153814
138,0.118122,0.131074,0.151142
139,0.00732846,-1.72225,-0.492681
140,1.04012,-0.360098,-0.429307
141,0.644815,0.573141,-0.0808127
142,1.22454,0.664795,0.17774
143,0.84788,1.03139,0.437215
144,1.02905,1.54518,0.760396
145,0.639269,1.38163,0.928428
146,0.985465,0.484678,0.701858
147,1.16318,1.87111,1.04529
148,2.04589,0.83539,0.902885
149,1.46775,1.70976,1.14147
150,0.387297,1.30347,1.1109
151,1.20148,2.02963,1.39522
152,0.832902,1.49161,1.3491
153,1.57066,1.6577,1.40491
154,1.02388,1.07904,1.20916
155,0.412183,1.82643,1.33802
156,0.384597,2.09076,1.49944
157,0.937125,0.825152,1.17793
158,0.63994,1.45363,1.20041
159,0.441529,1.08488,1.10319
160,0.999861,0.36999,0.803493
161,0.735238,0.332787,0.562468
162,0.425001,-0.629635,0.0687385
163,-0.409202,-1.20571,-0.358145
164,-0.130622,-0.340639,-0.352767
165,-0.895435,-0.734082,-0.463544
166,-0.570048,0.468779,-0.120297
167,-0.966495,-0.888086,-0.414134
168,-0.888363,0.218961,-0.166656
169,-1.46934,-2.5296,-0.957513
170,-2.00376,-2.57092,-1.42122
171,-0.675141,0.410965,-0.723024
172,-1.43299,-1.19818,-0.843554
173,-2.05703,-0.465317,-0.660694
174,-2.00065,-1.89092,-1.03276
175,-1.54369,-0.128723,-0.656624
176,-1.51773,-3.14025,-1.44215
177,-1.35317,-3.06167,-1.93825
178,-0.736456,0.980202,-0.81856
179,-0.0379078,-0.313717,-0.608542
180,-0.335835,1.02732,-0.0720789
181,-0.137092,0.390292,0.109103
182,-0.872713,-1.33122,-0.371035
183,-0.192836,0.75688,0.0344992
184,-0.351069,-0.0665961,-0.0184788
185,-0.983106,1.29537,0.416116
186,-0.449925,-1.80827,-0.381235
187,-0.905291,0.197734,-0.178703
188,-0.754438,-0.762675,-0.365031
189,-0.753343,1.05761,0.141798
190,-1.12741,-2.03399,-0.623832
191,-1.0641,0.122079,-0.353234
192,-0.25574,-2.11053,-0.902037
193,-0.156562,0.667853,-0.283634
194,0.233111,0.105415,-0.127914
195,-0.667593,-1.89955,-0.754055
196,-0.482834,-0.962957,-0.76566
197,-1.06856,0.586417,-0.262915
198,-1.43405,-0.448328,-0.273789
199,-1.18189,-0.490271,-0.325338
200,-0.661301,-0.621559,-0.405837
201,-0.461645,-0.744961,-0.489042
202,-0.570654,-1.82165,-0.9018
203,-0.880058,-1.69932,-1.11253
204,-0.890054,-0.23317,-0.747792
205,-0.834487,1.35658,0.0827487
206,-1.38807,-2.24385,-0.752335
207,-1.20944,-3.28945,-1.58116
208,-0.421563,1.62083,-0.391407
209,-0.306758,0.703379,0.0305702
210,-0.823135,-1.2608,-0.43616
211,0.558031,-0.119678,-0.31443
212,0.369069,2.1068,0.500437
213,0.32773,1.11391,0.681476
214,0.62856,1.08864,0.772332
215,0.0889748,0.652054,0.652807
216,0.495849,0.346659,0.539869
217,0.208075,0.0798634,0.34527
218,0.421549,-0.827626,-0.0612765
219,1.63024,-0.0687638,-0.0555063
220,0.551811,2.78749,0.914592
221,-0.626204,-0.807194,0.247932
222,-0.598095,-0.47294,-0.0317592
223,-1.02109,-0.975502,-0.324355
224,-0.465237,1.39977,0.306651
225,0.133144,0.290505,0.271311
226,-0.0693172,-0.335555,0.0511743
227,-0.646834,-1.5751,-0.544417
228,-0.0620473,0.167581,-0.263152
229,-0.461231,0.191304,-0.0384644
230,-0.556662,-0.947601,-0.370748
231,-0.524206,-0.875347,-0.524226
232,-0.193196,-0.748743,-0.594368
233,0.0713334,-0.162657,-0.427056
234,-0.229074,0.874593,0.020208
235,-0.520703,-0.969866,-0.360348
236,-0.752474,-0.0741748,-0.256118
237,-0.0278969,0.806189,0.124032
238,-0.386826,0.0440146,0.0960475
239,-0.519987,-1.63657,-0.500228
240,0.00309473,0.356858,-0.180233
241,0.253996,2.76954,0.869375
242,0.0191366,1.64566,1.10724
243,0.274141,1.91225,1.3242
244,0.42948,-0.14441,0.772481
245,-0.276696,-1.73012,-0.151886
246,0.732385,1.06088,0.298724
247,1.11006,1.36806,0.63474
248,0.688751,0.851513,0.649007
249,0.612857,0.00336184,0.42265
250,0.582823,0.111715,0.307743
251,0.840599,1.19249,0.623391
252,1.60739,0.0736383,0.370772
253,2.07925,1.74383,0.801926
254,2.19703,3.54851,1.67711
255,1.68747,1.46556,1.46799
256,1.84387,1.54556,1.41864
257,0.880689,2.55221,1.73848
258,0.699592,1.20558,1.44229
259,0.207946,-1.16175,0.473816
260,-0.485191,-0.821814,0.0238047
261,-0.482552,-0.0990079,-0.0102581
262,0.00259481,3.10746,1.03929
263,1.29912,1.21627,1.03573
264,1.92407,2.52386,1.4545
265,1.09305,2.33938,1.64575
266,1.3584,3.01539,2.01375
267,0.529768,-2.08007,0.111515
268,0.423128,0.223188,0.192456
269,1.15194,0.466205,0.304061
270,0.37421,1.42122,0.665435
271,0.345232,-1.27323,-0.0131402
272,-0.0727679,-0.223188,-0.0785325
273,-0.361143,-1.24814,-0.506072
274,0.769847,-0.526655,-0.476805
275,-0.125501,1.36919,0.235084
276,-0.346807,-0.172899,0.0615608
277,-0.570351,-1.80769,-0.57256
278,-0.417847,-1.29895,-0.792565
279,0.609772,0.677526,-0.240516
280,0.622811,1.05068,0.212484
281,0.194188,0.794182,0.416347
282,-0.0544495,-0.157294,0.15079
283,0.28523,0.658626,0.326703
284,0.355851,0.536497,0.382999
285,0.739859,-0.250168,0.126025
286,-0.140862,-0.475369,-0.104477
287,-0.428945,0.794245,0.226544
288,-0.441811,0.348089,0.243701
289,-1.13217,-2.4727,-0.749906
290,-0.349895,-2.36945,-1.25935
291,0.79119,-1.36004,-1.23078
292,0.732915,1.18401,-0.31114
293,0.661015,1.28341,0.247694
294,0.639718,0.48973,0.304137
295,1.08697,1.94187,0.877722
296,1.63765,2.55428,1.392
297,0.880538,0.783652,1.09239
298,0.559077,1.02077,0.994322
299,0.764378,3.22015,1.70383
300,0.815065,1.13127,1.40112
301,0.779276,0.238953,0.893569
302,1.17582,0.353197,0.660636
303,0.827421,-0.174347,0.323208
304,2.0177,2.59699,1.13587
305,1.58446,1.76097,1.28784
306,0.616907,1.68676,1.34874
307,0.772994,1.35967,1.23117
308,0.573295,0.126148,0.774858
309,0.475836,-0.836004,0.211558
310,-0.103449,0.455292,0.272567
311,0.274018,0.940999,0.498284
312,-0.0622898,1.64626,0.836477
313,0.138919,0.820216,0.775997
314,-0.24929,0.881413,0.787215
315,-1.06799,0.0939378,0.462563
316,-0.341912,-0.862826,-0.0441624
317,-0.980405,0.709232,0.220594
318,-1.00562,-2.50521,-0.773578
319,-0.911196,-0.0427527,-0.459088
320,-0.164471,-0.491308,-0.467914
321,0.476546,0.456527,-0.139309
322,-0.0277081,0.837609,0.233637
323,0.361616,0.125036,0.194301
324,0.538044,0.693471,0.357893
325,0.338837,-0.817913,-0.0929525
326,-0.305206,1.00487,0.30403
327,-0.17802,0.187281,0.251185
328,-1.15718,-3.67222,-1.06636
329,0.0544888,0.427548,-0.512437
330,-0.302492,0.275626,-0.169093
331,-0.489297,-0.401982,-0.24198
332,-0.378753,-2.3479,-0.963412
333,-0.852587,-0.565669,-0.764783
334,-0.512189,-0.572709,-0.67804
335,-1.2516,-1.00973,-0.742123
336,-0.763555,-2.41999,-1.27543
337,-0.115206,-0.677806,-0.994262
338,0.716059,-0.779819,-0.866408
339,0.0290654,-0.740703,-0.783496
340,0.494788,-0.779581,-0.738714
341,0.0789323,0.569569,-0.218212
342,0.30634,-0.126192,-0.161998
343,-0.360706,-2.30469,-0.910067
344,-0.527736,-0.760408,-0.787727
345,-0.28148,-1.27494,-0.899131
346,-1.0197,-0.603463,-0.705693
347,-0.978903,-0.162786,-0.454749
348,-1.75243,-2.14202,-1.0092
349,-1.03141,-0.0195036,-0.588344
350,-0.680968,-0.215923,-0.429441
351,-0.450283,0.358646,-0.140949
352,-0.414429,-1.36315,-0.586664
353,-0.189758,0.821105,-0.0356417
354,-0.472951,0.620117,0.171368
355,-1.64261,-1.40685,-0.423814
356,-1.78379,-0.539758,-0.437919
357,-2.00439,-1.05588,-0.610556
358,-2.14575,-2.35709,-1.15845
359,-1.94475,-2.2533,-1.45123
360,-1.78681,-1.82359,-1.45386
361,-1.58764,-2.66127,-1.7439
362,-1.84339,-0.983189,-1.34516
363,-2.21629,-1.90125,-1.46595
364,-2.0176,-3.23006,-1.97713
365,-1.99083,0.138115,-1.05647
366,-1.6055,-0.480702,-0.752686
367,-1.29769,-1.83784,-1.13358
368,-1.46897,-1.48236,-1.19721
369,-1.53417,-0.0560473,-0.727789
370,-1.05075,-0.888081,-0.744514
371,-1.03498,-0.828734,-0.721219
372,-0.633161,-0.988473,-0.774615
373,-0.447336,-1.74087,-1.08623
374,-0.0229967,1.52153,-0.0614441
375,0.322586,1.51948,0.498013
376,0.446573,1.22041,0.713843
377,0.719036,0.950549,0.77575
378,0.503337,1.71408,1.0483
379,0.223935,-0.170046,0.570493
380,-0.520737,-0.49169,0.151095
381,-0.737508,-0.00324741,0.0822418
382,-0.673745,0.932374,0.388683
383,-1.10254,-0.0349428,0.230355
384,-0.951506,-1.85602,-0.535161
385,-1.29518,-1.87781,-0.936955
386,-0.856824,-1.76395,-1.17747
387,-0.543297,-1.87101,-1.33478
388,-0.0639201,0.292247,-0.655636
389,0.198341,1.88533,0.295508
390,0.392913,-0.0185081,0.142291
391,0.00796294,-2.70614,-0.802814
392,0.0853557,-0.401401,-0.615426
393,-0.0602941,-0.114039,-0.375404
394,-0.531296,-1.60055,-0.771475
395,-0.718267,-0.544351,-0.631935
396,-0.581908,-2.52979,-1.19841
397,0.0118451,-0.138991,-0.782482
398,0.186305,1.3461,-0.0523136
399,0.438906,0.847252,0.237253
400,0.618016,0.0607347,0.165574
401,0.709746,-0.113372,0.0728473
402,0.873771,1.88584,0.745118
403,0.906048,-0.431825,0.254739
404,0.697122,1.10138,0.532421
405,0.526984,0.403806,0.449635
406,0.0529757,-0.249274,0.161444
407,0.083867,0.0702642,0.117985
408,0.496705,2.07949,0.759422
409,0.625847,0.128348,0.48424
410,0.606299,0.973531,0.632163
411,0.10179,-1.18115,-0.0616697
412,0.7239,-0.0794639,-0.0543742
413,0.244833,-1.11257,-0.39816
414,0.855665,-0.0877182,-0.269599
415,0.199216,0.247885,-0.079131
416,1.18921,1.56929,0.477065
417,1.46474,1.49206,0.785232
418,1.10505,2.46113,1.33867
419,0.719203,-0.140137,0.731982
420,0.642739,1.01026,0.779365
421,0.773409,0.271306,0.565257
422,0.842765,-0.415967,0.173705
423,0.896843,-0.212803,0.0251135
424,0.874251,-0.749706,-0.209824
425,0.487642,0.736841,0.10496
426,0.662558,2.60643,0.960319
427,0.994153,0.517151,0.766938
428,0.735951,1.20551,0.849171
429,0.550229,0.214249,0.573036
430,0.198023,-0.305123,0.208602
431,0.349527,1.03295,0.488163
432,0.744202,-0.816688,0.0500125
433,0.383634,0.145355,0.0757914
434,0.296409,0.247032,0.086064
435,0.460889,1.3043,0.521835
436,0.434233,2.47598,1.21825
437,1.49057,0.0188816,0.696672
438,0.491413,1.23682,0.810817
439,0.114454,-1.08365,0.0820455
440,0.722324,0.164215,0.0934186
441,1.07627,2.93695,1.04226
442,0.56457,2.28642,1.4042
443,0.251457,-0.266455,0.737902
444,0.1884,-0.200174,0.397055
445,-0.00493257,-0.0824664,0.218339
446,0.285515,-0.525975,-0.0749571
447,0.620624,0.412993,0.0825602
448,1.01199,1.81855,0.712225
449,0.818208,-0.596744,0.186412
450,0.455081,-0.832867,-0.187104
451,0.890907,1.18883,0.321793
452,0.646875,-0.803837,-0.077914
453,0.32796,1.15729,0.343766
454,0.720023,1.75826,0.798442
455,0.430105,0.136566,0.518283
456,0.766148,0.396579,0.461633
457,0.979122,-0.202821,0.214892
458,0.282118,0.969981,0.480787
459,0.0654083,1.14178,0.675446
460,-0.276258,0.855777,0.683811
461,-0.351238,0.783242,0.664493
462,0.574925,1.38391,0.865499
463,0.54522,0.243965,0.571416
464,1.15644,2.43854,1.22106
465,1.19926,0.363311,0.842018
466,1.47847,0.90832,0.815989
467,1.99852,1.82993,1.12334
468,1.65068,1.73174,1.25394
469,1.61679,1.05491,1.11762
470,2.55053,2.1915,1.4261
471,2.15926,2.7361,1.77834
472,1.30989,0.90567,1.35742
473,1.29273,2.56637,1.70855
474,0.730696,0.837856,1.28727
475,0.793563,-0.144614,0.682639
476,0.156833,0.0425447,0.395043
477,0.0668857,-1.54047,-0.349863
478,0.0399112,0.0860251,-0.166422
479,-0.665958,-3.28975,-1.25891
480,-0.592201,-0.390301,-0.848161
481,-0.542132,-1.81017,-1.13606
482,-0.159679,0.902556,-0.37847
483,-0.573741,1.45955,0.268106
484,-0.198913,-1.44053,-0.326296
485,-0.0168218,0.614235,-0.0056119
486,-0.466183,0.599165,0.205151
487,0.439861,0.524644,0.316277
488,0.657755,0.915717,0.492846
489,-0.252302,-0.797748,0.00404132
490,-0.0636722,0.0976857,0.012686
491,-0.319077,-1.22844,-0.392266
492,-0.313179,-0.39678,-0.389454
493,1.05489,3.13724,0.934059
494,0.838491,1.37488,1.04871
495,-0.345163,1.17236,1.01994
496,-0.363973,-1.3872,0.125335
497,-0.878715,-0.156019,0.0272158
498,0.329028,1.41355,0.501019
499,0.90326,2.35019,1.08732
