t,x_true,y_obs,pf_mean
349,-1.03141,-0.0195036,-0.616262
350,-0.680968,-0.215923,-0.440746
351,-0.450283,0.358646,-0.134474
352,-0.414429,-1.36315,-0.546324
353,-0.189758,0.821105,-0.0267351
354,-0.472951,0.620117,0.204338
355,-1.64261,-1.40685,-0.364389
356,-1.78379,-0.539758,-0.39926
357,-2.00439,-1.05588,-0.605746
358,-2.14575,-2.35709,-1.1794
359,-1.94475,-2.2533,-1.47771
360,-1.78681,-1.82359,-1.50106
361,-1.58764,-2.66127,-1.80387
362,-1.84339,-0.983189,-1.3925
363,-2.21629,-1.90125,-1.47403
364,-2.0176,-3.23006,-1.99787
365,-1.99083,0.138115,-1.12999
366,-1.6055,-0.480702,-0.829919
367,-1.29769,-1.83784,-1.1232
368,-1.46897,-1.48236,-1.18057
369,-1.53417,-0.0560473,-0.704757
370,-1.05075,-0.888081,-0.725252
371,-1.03498,-0.828734,-0.712998
372,-0.633161,-0.988473,-0.760174
373,-0.447336,-1.74087,-1.04459
374,-0.0229967,1.52153,-0.110426
375,0.322586,1.51948,0.449311
376,0.446573,1.22041,0.68267
377,0.719036,0.950549,0.730427
378,0.503337,1.71408,1.02039
379,0.223935,-0.170046,0.533682
380,-0.520737,-0.49169,0.140543
381,-0.737508,-0.00324741,0.0865625
382,-0.673745,0.932374,0.385344
383,-1.10254,-0.0349428,0.213492
384,-0.951506,-1.85602,-0.519931
385,-1.29518,-1.87781,-0.940406
386,-0.856824,-1.76395,-1.16565
387,-0.543297,-1.87101,-1.33073
388,-0.0639201,0.292247,-0.675021
389,0.198341,1.88533,0.252452
390,0.392913,-0.0185081,0.148676
391,0.00796294,-2.70614,-0.876306
392,0.0853557,-0.401401,-0.651695
393,-0.0602941,-0.114039,-0.41219
394,-0.531296,-1.60055,-0.80511
395,-0.718267,-0.544351,-0.66563
396,-0.581908,-2.52979,-1.27749
397,0.0118451,-0.138991,-0.796275
398,0.186305,1.3461,0.00556832
399,0.438906,0.847252,0.297531
400,0.618016,0.0607347,0.203696
401,0.709746,-0.113372,0.068876
402,0.873771,1.88584,0.705649
403,0.906048,-0.431825,0.26493
404,0.697122,1.10138,0.543113
405,0.526984,0.403806,0.451152
406,0.0529757,-0.249274,0.175288
407,0.083867,0.0702642,0.126329
408,0.496705,2.07949,0.806859
409,0.625847,0.128348,0.518605
410,0.606299,0.973531,0.639533
411,0.10179,-1.18115,-0.0245829
412,0.7239,-0.0794639,-0.034008
413,0.244833,-1.11257,-0.421136
414,0.855665,-0.0877182,-0.274153
415,0.199216,0.247885,-0.0790219
416,1.18921,1.56929,0.503516
417,1.46474,1.49206,0.823936
418,1.10505,2.46113,1.34737
419,0.719203,-0.140137,0.738212
420,0.642739,1.01026,0.782173
421,0.773409,0.271306,0.549282
422,0.842765,-0.415967,0.183286
423,0.896843,-0.212803,0.0354949
424,0.874251,-0.749706,-0.246545
425,0.487642,0.736841,0.120345
426,0.662558,2.60643,0.971573
427,0.994153,0.517151,0.750863
428,0.735951,1.20551,0.854142
429,0.550229,0.214249,0.569984
430,0.198023,-0.305123,0.240288
431,0.349527,1.03295,0.500105
432,0.744202,-0.816688,0.00442218
433,0.383634,0.145355,0.0522335
434,0.296409,0.247032,0.120091
435,0.460889,1.3043,0.515388
436,0.434233,2.47598,1.16766
437,1.49057,0.0188816,0.691732
438,0.491413,1.23682,0.821437
439,0.114454,-1.08365,0.107212
440,0.722324,0.164215,0.12039
441,1.07627,2.93695,1.08639
442,0.56457,2.28642,1.44696
443,0.251457,-0.266455,0.75106
444,0.1884,-0.200174,0.37747
445,-0.00493257,-0.0824664,0.203717
446,0.285515,-0.525975,-0.0572755
447,0.620624,0.412993,0.110687
448,1.01199,1.81855,0.691063
449,0.818208,-0.596744,0.201855
450,0.455081,-0.832867,-0.16457
451,0.890907,1.18883,0.310153
452,0.646875,-0.803837,-0.0909893
453,0.32796,1.15729,0.3349
454,0.720023,1.75826,0.802718
455,0.430105,0.136566,0.530828
456,0.766148,0.396579,0.451461
457,0.979122,-0.202821,0.195089
458,0.282118,0.969981,0.438741
459,0.0654083,1.14178,0.663112
460,-0.276258,0.855777,0.688267
461,-0.351238,0.783242,0.687746
462,0.574925,1.38391,0.886653
463,0.54522,0.243965,0.607661
464,1.15644,2.43854,1.20169
465,1.19926,0.363311,0.836848
466,1.47847,0.90832,0.809078
467,1.99852,1.82993,1.11197
468,1.65068,1.73174,1.26208
469,1.61679,1.05491,1.11891
470,2.55053,2.1915,1.41647
471,2.15926,2.7361,1.77937
472,1.30989,0.90567,1.35598
473,1.29273,2.56637,1.69817
474,0.730696,0.837856,1.2895
475,0.793563,-0.144614,0.719351
476,0.156833,0.0425447,0.439156
477,0.0668857,-1.54047,-0.277859
478,0.0399112,0.0860251,-0.125474
479,-0.665958,-3.28975,-1.20551
480,-0.592201,-0.390301,-0.851734
481,-0.542132,-1.81017,-1.12706
482,-0.159679,0.902556,-0.353041
483,-0.573741,1.45955,0.288008
484,-0.198913,-1.44053,-0.328248
485,-0.0168218,0.614235,0.0223626
486,-0.466183,0.599165,0.218967
487,0.439861,0.524644,0.316579
488,0.657755,0.915717,0.508993
489,-0.252302,-0.797748,0.0333228
490,-0.0636722,0.0976857,0.0508012
491,-0.319077,-1.22844,-0.388588
492,-0.313179,-0.39678,-0.363578
493,1.05489,3.13724,0.913649
494,0.838491,1.37488,1.00666
495,-0.345163,1.17236,0.998887
496,-0.363973,-1.3872,0.0811726
497,-0.878715,-0.156019,-0.00819316
498,0.329028,1.41355,0.489063
499,0.90326,2.35019,1.11846
